"sale_year","sale_month","cat1_name","goods_season","goods_num","sale_amount","origin_amount","settel_amount"
2013,8,"N牛仔裤","3-秋",129,6.68,13.73,6.68
2013,8,"N牛仔裤","4-冬",5,0.18,0.59,0.18
2013,8,"P皮衣","1-春",1,0.3,0.63,0.3
2013,8,"P皮衣","3-秋",22,2.71,11.8,2.71
2013,8,"P皮衣","4-冬",1,0.3,1,0.3
2013,8,"Q腰裙","1-春",1,0.03,0.07,0.03
2013,8,"Q腰裙","2-夏",-3,-0.15,-0.31,-0.15
2013,8,"Q腰裙","3-秋",2,0.04,0.14,0.04
2013,8,"Q腰裙","4-冬",1,0.04,0.08,0.04
2013,8,"S饰品","1-春",4,0.22,0.2,0.22
2013,8,"S饰品","2-夏",1,0.01,0,0.01
2013,8,"S饰品","3-秋",33,0.31,1.42,0.31
2013,8,"S饰品","4-冬",-3,-0.03,0,-0.03
2013,8,"T恤","1-春",82,2.39,5.54,2.39
2013,8,"T恤","2-夏",846,32.68,65.4,32.62
2013,8,"T恤","3-秋",192,8.22,15.29,8.2
2013,8,"W外套","1-春",23,1.25,3.14,1.25
2013,8,"W外套","2-夏",15,0.49,1.32,0.49
2013,8,"W外套","3-秋",136,7.8,20.89,7.8
2013,8,"W外套","4-冬",4,0.43,0.9,0.43
2013,8,"X西装","1-春",8,0.34,0.87,0.34
2013,8,"X西装","3-秋",56,2.73,7.71,2.73
2013,8,"Y羽绒服","4-冬",377,23.69,91.86,23.2
2013,8,"Z赠品","5-未定义",0,0,0,0
2013,9,"女装","1-春",556,10.33,56.26,10.33
2013,9,"女装","3-秋",754,15.14,97.03,15.14
2013,9,"未定义","1-春",33,1.46,4.39,1.46
2013,9,"未定义","4-冬",31,0.96,8.1,0.96
2013,9,"未定义","5-未定义",59,1.2,6.51,1.2
2013,9,"A针织衫","1-春",162,6.34,20.78,6.34
2013,9,"A针织衫","2-夏",1,0.11,0.13,0.11
2013,9,"A针织衫","3-秋",690,45.86,97.81,45.86
2013,9,"A针织衫","4-冬",323,16.16,54.63,16.16
2013,9,"B背心","1-春",4,0.13,0.43,0.13
2013,9,"B背心","2-夏",27,0.22,0.74,0.22
2013,9,"B背心","3-秋",76,0.23,1.08,0.23
2013,9,"C衬衣","1-春",43,1.98,4.68,1.98
2013,9,"C衬衣","2-夏",81,3.88,7.52,3.88
2013,9,"C衬衣","3-秋",112,5.69,11.04,5.69
2013,9,"D大衣","3-秋",36,7.41,13.22,7.41
2013,9,"D大衣","4-冬",151,14.82,48.77,14.82
2013,9,"E上衣","1-春",9,0.47,0.88,0.47
2013,9,"E上衣","2-夏",-1,0.38,-0.04,0.38
2013,9,"E上衣","3-秋",19,1.31,2.29,1.31
2013,9,"F风衣","1-春",34,1.89,5.45,1.89
2013,9,"F风衣","3-秋",113,9.47,25.6,9.47
2013,9,"F风衣","4-冬",30,2.68,7.74,2.68
2013,9,"G皮草","3-秋",11,5.18,13.79,5.18
2013,9,"G皮草","4-冬",57,13.17,54.74,13.17
2013,9,"H打底裤","1-春",34,0.85,2,0.85
2013,9,"H打底裤","2-夏",12,0.43,0.71,0.43
2013,9,"H打底裤","3-秋",93,1.72,5.07,1.72
2013,9,"H打底裤","4-冬",5,0.06,0.23,0.06
2013,9,"J马夹","1-春",1,0.03,0.07,0.03
2013,9,"J马夹","3-秋",58,1.22,5.95,1.22
2013,9,"K梭织裤","1-春",99,3.87,8.34,3.87
2013,9,"K梭织裤","2-夏",30,1.62,2.51,1.62
2013,9,"K梭织裤","3-秋",378,19.48,39.74,19.48
2013,9,"K梭织裤","4-冬",139,3.77,16.05,3.77
2013,9,"L连衣裙","1-春",65,3.69,8.25,3.69
2013,9,"L连衣裙","2-夏",94,5.68,12.2,5.68
2013,9,"L连衣裙","3-秋",272,20.16,37.23,20.16
2013,9,"L连衣裙","4-冬",11,0.84,1.65,0.84
2013,9,"M棉衣","1-春",2,0.08,0.28,0.08
2013,9,"M棉衣","4-冬",209,11.25,45.67,11.25
2013,9,"N牛仔裤","1-春",57,2.63,6.36,2.63
2013,9,"N牛仔裤","2-夏",51,2.75,5.3,2.75
2013,9,"N牛仔裤","3-秋",205,11.39,24.11,11.39
2013,9,"N牛仔裤","4-冬",109,4.12,12.83,4.12
2013,9,"P皮衣","1-春",5,1.39,2.64,1.39
2013,9,"P皮衣","3-秋",88,11.28,50.49,11.28
2013,9,"P皮衣","4-冬",67,14.69,59.85,14.69
2013,9,"Q腰裙","1-春",9,0.31,0.65,0.31
2013,9,"Q腰裙","2-夏",-1,-0.04,-0.09,-0.04
2013,9,"Q腰裙","3-秋",5,0.19,0.43,0.19
2013,9,"Q腰裙","4-冬",5,0.18,0.43,0.18
2013,9,"S饰品","1-春",63,0.9,3.96,0.9
2013,9,"S饰品","2-夏",6,0.15,0.3,0.15
2013,9,"S饰品","3-秋",84,1.41,5.71,1.41
2013,9,"S饰品","4-冬",47,0.95,4.79,0.95
2013,9,"T恤","1-春",92,2.34,6.1,2.34
2013,9,"T恤","2-夏",242,8.98,18.48,8.98
2013,9,"T恤","3-秋",212,8.41,16.46,8.41
2013,9,"W外套","1-春",99,4.02,12.75,4.02
2013,9,"W外套","2-夏",7,0.16,0.59,0.16
2013,9,"W外套","3-秋",304,18.11,49.97,18.11
2013,9,"W外套","4-冬",39,2.15,9.36,2.15
2013,9,"X西装","1-春",53,2.53,6.15,2.53
2013,9,"X西装","3-秋",123,6.16,18.59,6.16
2013,9,"X西装","4-冬",2,0.08,0.36,0.08
2013,9,"Y羽绒服","4-冬",474,34.11,132.29,34.11
2013,10,"女装","1-春",237,4.35,23.63,4.35
2013,10,"女装","3-秋",763,14.15,97.53,14.15
2013,10,"未定义","4-冬",6,0.18,1.68,0.18
2013,10,"未定义","5-未定义",41,2.39,8.3,2.39
2013,10,"A针织衫","1-春",41,2.08,5.38,2.08
2013,10,"A针织衫","2-夏",-4,-0.2,-0.5,-0.2
2013,10,"A针织衫","3-秋",420,32.29,57.06,32.29
2013,10,"A针织衫","4-冬",579,40.65,95.16,40.65
2013,10,"B背心","1-春",1,0.04,0.1,0.04
2013,10,"B背心","2-夏",8,0.02,0.08,0.02
2013,10,"B背心","3-秋",6,0,0,0
2013,10,"C衬衣","1-春",1,0.25,0.15,0.25
2013,10,"C衬衣","2-夏",8,0.66,0.93,0.66
2013,10,"C衬衣","3-秋",31,1.85,2.69,1.85
2013,10,"D大衣","3-秋",30,8.65,11.08,8.65
2013,10,"D大衣","4-冬",285,39.07,85.08,39.07
2013,10,"E上衣","1-春",7,0.34,0.55,0.34
2013,10,"E上衣","2-夏",-43,-1.74,-3.9,-1.74
2013,10,"E上衣","3-秋",-10,-0.07,-0.66,-0.07
2013,10,"E上衣","4-冬",1,0.09,0.16,0.09
2013,10,"F风衣","1-春",11,0.7,1.7,0.7
2013,10,"F风衣","3-秋",70,6.62,15.26,6.62
2013,10,"F风衣","4-冬",52,4.73,13.49,4.73
2013,10,"G皮草","3-秋",0,0,0,0
2013,10,"G皮草","4-冬",20,6.41,18.78,6.41
2013,10,"H打底裤","1-春",10,0.29,0.54,0.29
2013,10,"H打底裤","2-夏",8,0.27,0.47,0.27
2013,10,"H打底裤","3-秋",41,0.69,1.84,0.69
2013,10,"H打底裤","4-冬",158,6.03,13.56,6.03
2013,10,"J马夹","1-春",1,0.03,0.07,0.03
2013,10,"J马夹","3-秋",38,0.76,3.79,0.76
2013,10,"K梭织裤","1-春",66,2.57,5.57,2.57
2013,10,"K梭织裤","2-夏",-38,-1.15,-3.05,-1.15
2013,10,"K梭织裤","3-秋",159,9.69,16.77,9.69
2013,10,"K梭织裤","4-冬",124,5.44,14.91,5.44
2013,10,"L连衣裙","1-春",49,3.02,6.51,3.02
2013,10,"L连衣裙","2-夏",-113,-6.05,-14.29,-6.05
2013,10,"L连衣裙","3-秋",127,12.12,17.15,12.12
2013,10,"L连衣裙","4-冬",73,5.47,10.46,5.47
2013,10,"M棉衣","1-春",1,0.02,0.14,0.02
2013,10,"M棉衣","4-冬",169,11.19,38.59,11.19
2013,10,"N牛仔裤","1-春",26,1.27,2.78,1.27
2013,10,"N牛仔裤","2-夏",18,1.29,2.02,1.29
2013,10,"N牛仔裤","3-秋",73,4.2,8.67,4.2
2013,10,"N牛仔裤","4-冬",95,4.42,11.05,4.42
2013,10,"P皮衣","1-春",4,1.51,2.52,1.51
2013,10,"P皮衣","3-秋",29,5.13,16.69,5.13
2013,10,"P皮衣","4-冬",20,4.74,14.98,4.74
2013,10,"Q腰裙","1-春",3,0.11,0.22,0.11
2013,10,"Q腰裙","2-夏",-6,-0.24,-0.59,-0.24
2013,10,"Q腰裙","3-秋",0,-0.01,0,-0.01
2013,10,"Q腰裙","4-冬",24,0.8,1.99,0.8
2013,10,"S饰品","1-春",16,0.48,0.89,0.48
2013,10,"S饰品","2-夏",4,0.1,0.19,0.1
2013,10,"S饰品","3-秋",56,1.3,4,1.3
2013,10,"S饰品","4-冬",47,1.27,4.43,1.27
2013,10,"T恤","1-春",30,0.89,2.07,0.89
2013,10,"T恤","2-夏",-20,-0.7,-1.73,-0.7
2013,10,"T恤","3-秋",67,3.68,5.48,3.68
2013,10,"T恤","4-冬",15,0.5,1.19,0.5
2013,10,"W外套","1-春",51,2.17,6.53,2.17
2013,10,"W外套","2-夏",1,0.02,0.08,0.02
2013,10,"W外套","3-秋",186,15.39,34.06,15.39
2013,10,"W外套","4-冬",80,7.69,20.18,7.69
2013,10,"X西装","1-春",28,1.52,3.34,1.52
2013,10,"X西装","3-秋",62,3.32,9.82,3.32
2013,10,"X西装","4-冬",4,0.14,0.72,0.14
2013,10,"Y羽绒服","4-冬",572,62.48,168.04,62.48
2013,11,"女装","1-春",116,2.25,10.86,2.25
2013,11,"女装","3-秋",676,14.5,101.06,14.5
2013,11,"未定义","4-冬",20,0.72,5.22,0.72
2013,11,"未定义","5-未定义",20,2.59,7.13,2.59
2013,11,"A针织衫","1-春",37,1.56,4.77,1.56
2013,11,"A针织衫","3-秋",332,20.68,47.01,20.68
2013,11,"A针织衫","4-冬",694,49.11,115.25,49.11
2013,11,"B背心","2-夏",4,0.05,0.13,0.05
2013,11,"B背心","3-秋",4,0.03,0.06,0.03
2013,11,"C衬衣","1-春",2,0.04,0.18,0.04
2013,11,"C衬衣","2-夏",6,0.16,0.56,0.16
2013,11,"C衬衣","3-秋",-8,-0.31,-0.73,-0.31
2013,11,"C衬衣","4-冬",4,0.13,0.33,0.13
2013,11,"D大衣","3-秋",27,6.24,9.89,6.24
2013,11,"D大衣","4-冬",383,46.91,117.1,46.91
2013,11,"E上衣","1-春",3,0.11,0.24,0.11
2013,11,"E上衣","2-夏",1,0.02,0.08,0.02
2013,11,"E上衣","3-秋",-22,-0.77,-1.92,-0.77
2013,11,"E上衣","4-冬",13,0.49,1.29,0.49
2013,11,"F风衣","1-春",3,0.18,0.51,0.18
2013,11,"F风衣","3-秋",35,2.03,7.54,2.03
2013,11,"F风衣","4-冬",56,5.03,14.48,5.03
2013,11,"G皮草","3-秋",1,2.09,2.2,2.09
2013,11,"G皮草","4-冬",32,9.49,36.27,9.49
2013,11,"H打底裤","1-春",13,0.46,0.77,0.46
2013,11,"H打底裤","2-夏",5,0.18,0.32,0.18
2013,11,"H打底裤","3-秋",8,0.13,0.68,0.13
2013,11,"H打底裤","4-冬",112,6.81,10.75,6.81
2013,11,"J马夹","1-春",1,0.02,0.07,0.02
2013,11,"J马夹","3-秋",7,0.14,0.74,0.14
2013,11,"K梭织裤","1-春",24,0.71,1.94,0.71
2013,11,"K梭织裤","2-夏",5,0.14,0.41,0.14
2013,11,"K梭织裤","3-秋",91,3.67,9.38,3.67
2013,11,"K梭织裤","4-冬",155,5.92,16.8,5.92
2013,11,"L连衣裙","1-春",9,0.6,1.34,0.6
2013,11,"L连衣裙","2-夏",5,0.18,0.55,0.18
2013,11,"L连衣裙","3-秋",15,2.39,2.77,2.39
2013,11,"L连衣裙","4-冬",117,7.25,16.12,7.25
2013,11,"M棉衣","1-春",2,0.03,0.26,0.03
2013,11,"M棉衣","4-冬",364,27.36,81.32,27.33
2013,11,"N牛仔裤","1-春",24,0.77,2.56,0.77
2013,11,"N牛仔裤","2-夏",7,0.35,0.72,0.35
2013,11,"N牛仔裤","3-秋",88,3.6,10.35,3.6
2013,11,"N牛仔裤","4-冬",110,3.81,12.67,3.81
2013,11,"P皮衣","1-春",1,0.18,0.38,0.18
2013,11,"P皮衣","3-秋",11,2.37,6.37,2.37
2013,11,"P皮衣","4-冬",42,11.3,36.76,11.3
2013,11,"Q腰裙","3-秋",-1,-0.07,-0.12,-0.07
2013,11,"Q腰裙","4-冬",21,0.99,2.31,0.99
2013,11,"S饰品","1-春",14,0.23,0.73,0.23
2013,11,"S饰品","3-秋",45,0.75,2.75,0.74
2013,11,"S饰品","4-冬",34,1.05,3.14,1.05
2013,11,"T恤","1-春",13,0.28,0.8,0.28
2013,11,"T恤","2-夏",13,0.22,1.03,0.22
2013,11,"T恤","3-秋",-17,-0.62,-1.31,-0.62
2013,11,"T恤","4-冬",19,0.53,1.57,0.53
2013,11,"W外套","1-春",30,1.14,4.07,1.14
2013,11,"W外套","3-秋",139,9.47,27.49,9.47
2013,11,"W外套","4-冬",74,8.24,19.5,8.24
2013,11,"X西装","1-春",5,0.16,0.59,0.16
2013,11,"X西装","3-秋",6,0.27,1.45,0.27
2013,11,"X西装","4-冬",9,0.42,1.61,0.42
2013,11,"Y羽绒服","4-冬",601,73.31,173.85,73.31
2013,12,"女装","1-春",76,1.31,7.24,1.31
2013,12,"女装","3-秋",624,12.09,111.86,12.09
2013,12,"未定义","4-冬",53,1.51,14.75,1.51
2013,12,"未定义","5-未定义",60,2.24,10.48,2.24
2013,12,"A针织衫","1-春",19,0.75,2.44,0.75
2013,12,"A针织衫","3-秋",211,13.15,29.14,13.15
2013,12,"A针织衫","4-冬",536,41.29,91.03,41.29
2013,12,"B背心","2-夏",0,0,0,0
2013,12,"B背心","3-秋",5,0.03,0.1,0.03
2013,12,"C衬衣","1-春",1,-0.02,-0.03,-0.02
2013,12,"C衬衣","2-夏",2,0.09,0.19,0.09
2013,12,"C衬衣","3-秋",-6,-0.26,-0.57,-0.26
2013,12,"C衬衣","4-冬",8,0.42,0.66,0.42
2013,12,"D大衣","3-秋",33,8.41,12.01,8.41
2013,12,"D大衣","4-冬",327,47.07,98.13,47.07
2013,12,"E上衣","1-春",11,0.23,0.69,0.23
2013,12,"E上衣","3-秋",-3,-0.12,-0.36,-0.12
2013,12,"E上衣","4-冬",13,0.99,1.91,0.99
2013,12,"F风衣","1-春",3,0.13,0.5,0.13
2013,12,"F风衣","3-秋",0,-0.21,0.03,-0.21
2013,12,"F风衣","4-冬",53,4.51,12.54,4.51
2013,12,"G皮草","3-秋",3,1.87,3.8,1.87
2013,12,"G皮草","4-冬",26,8.06,27.27,8.06
2013,12,"H打底裤","1-春",12,0.22,0.73,0.22
2013,12,"H打底裤","2-夏",5,0.15,0.28,0.15
2013,12,"H打底裤","3-秋",6,0.08,0.41,0.08
2013,12,"H打底裤","4-冬",182,9.9,18.35,9.9
2013,12,"J马夹","3-秋",1,0.02,0.1,0.02
2013,12,"K梭织裤","1-春",13,0.44,1.02,0.44
2013,12,"K梭织裤","2-夏",-3,-0.08,-0.19,-0.08
2013,12,"K梭织裤","3-秋",48,2.72,5.04,2.72
2013,12,"K梭织裤","4-冬",175,8.89,21.57,8.89
2013,12,"L连衣裙","1-春",2,0.08,0.19,0.08
2013,12,"L连衣裙","2-夏",4,0.1,0.51,0.1
2013,12,"L连衣裙","3-秋",12,0.97,1.44,0.97
2013,12,"L连衣裙","4-冬",92,7.54,13.04,7.54
2013,12,"M棉衣","1-春",3,0.06,0.4,0.06
2013,12,"M棉衣","4-冬",275,24,63.55,24
2013,12,"N牛仔裤","1-春",4,0.23,0.5,0.23
2013,12,"N牛仔裤","2-夏",1,0.05,0.08,0.05
2013,12,"N牛仔裤","3-秋",31,0.95,3.53,0.95
2013,12,"N牛仔裤","4-冬",89,3.74,10.34,3.74
2013,12,"P皮衣","1-春",2,0.47,1.26,0.47
2013,12,"P皮衣","3-秋",7,1.65,5.09,1.65
2013,12,"P皮衣","4-冬",45,11.91,42.27,11.91
2013,12,"Q腰裙","3-秋",1,0.02,0.07,0.02
2013,12,"Q腰裙","4-冬",17,0.91,1.73,0.91
2013,12,"S饰品","1-春",9,0.22,0.47,0.22
2013,12,"S饰品","2-夏",0,0,0,0
2013,12,"S饰品","3-秋",41,0.74,2.5,0.74
2013,12,"S饰品","4-冬",32,1.2,3.26,1.2
2013,12,"T恤","1-春",9,0.14,0.52,0.14
2013,12,"T恤","2-夏",6,0.06,0.45,0.06
2013,12,"T恤","3-秋",8,0.04,0.76,0.04
2013,12,"T恤","4-冬",1,0,0.13,0
2013,12,"W外套","1-春",8,0.32,1.08,0.32
2013,12,"W外套","3-秋",69,5.33,14.97,5.33
2013,12,"W外套","4-冬",66,5.77,15.4,5.77
2013,12,"X西装","1-春",4,0.1,0.44,0.1
2013,12,"X西装","3-秋",4,0.23,0.76,0.23
2013,12,"X西装","4-冬",2,0.05,0.36,0.05
2013,12,"Y羽绒服","4-冬",862,107.07,273.53,107.07
2014,1,"女装","1-春",90,1.49,8.1,1.49
2014,1,"女装","3-秋",572,11.46,105.96,11.46
2014,1,"未定义","3-秋",3,0.09,0.44,0.09
2014,1,"未定义","4-冬",39,1.13,10.68,1.13
2014,1,"未定义","5-未定义",43,1.98,8.66,1.98
2014,1,"A针织衫","1-春",37,1.58,4.66,1.58
2014,1,"A针织衫","3-秋",295,14.03,40.55,14.03
2014,1,"A针织衫","4-冬",470,37.29,78.24,37.29
2014,1,"B背心","1-春",7,0.14,0.41,0.14
2014,1,"B背心","2-夏",3,0.02,0.06,0.02
2014,1,"B背心","3-秋",11,0.06,0.22,0.06
2014,1,"C衬衣","1-春",26,1.08,2.72,1.08
2014,1,"C衬衣","2-夏",11,0.26,1.05,0.26
2014,1,"C衬衣","3-秋",22,0.47,2.01,0.47
2014,1,"C衬衣","4-冬",6,0.32,0.5,0.29
2014,1,"D大衣","3-秋",53,11.51,19.32,11.51
2014,1,"D大衣","4-冬",358,48.3,111.43,48.3
2014,1,"E上衣","1-春",40,1.84,3.65,1.84
2014,1,"E上衣","4-冬",9,0.81,1.1,0.81
2014,1,"F风衣","1-春",4,0.3,0.7,0.3
2014,1,"F风衣","3-秋",15,1.22,3.89,1.22
2014,1,"F风衣","4-冬",41,4.34,10.59,4.34
2014,1,"G皮草","3-秋",7,3.21,8.29,3.21
2014,1,"G皮草","4-冬",27,8.05,27.77,8.05
2014,1,"H打底裤","1-春",37,0.75,1.86,0.75
2014,1,"H打底裤","2-夏",7,0.27,0.41,0.27
2014,1,"H打底裤","3-秋",9,0.13,0.52,0.13
2014,1,"H打底裤","4-冬",117,6.04,11.51,6.04
2014,1,"J马夹","1-春",1,0.01,0.07,0.01
2014,1,"J马夹","3-秋",4,0.1,0.41,0.1
2014,1,"K梭织裤","1-春",65,2.4,5.55,2.4
2014,1,"K梭织裤","2-夏",7,0.19,0.59,0.19
2014,1,"K梭织裤","3-秋",67,2.87,6.75,2.87
2014,1,"K梭织裤","4-冬",112,5.85,14.03,5.85
2014,1,"L连衣裙","1-春",32,1.93,4.3,1.93
2014,1,"L连衣裙","2-夏",6,0.23,0.73,0.23
2014,1,"L连衣裙","3-秋",57,4.45,7.92,4.45
2014,1,"L连衣裙","4-冬",84,7.4,11.78,7.4
2014,1,"M棉衣","4-冬",318,27.09,71.42,27.09
2014,1,"N牛仔裤","1-春",40,1.45,3.62,1.45
2014,1,"N牛仔裤","2-夏",6,0.26,0.61,0.26
2014,1,"N牛仔裤","3-秋",59,2.47,6.88,2.47
2014,1,"N牛仔裤","4-冬",94,3.82,10.62,3.82
2014,1,"P皮衣","1-春",3,1.57,1.89,1.57
2014,1,"P皮衣","3-秋",16,4.17,9.8,4.17
2014,1,"P皮衣","4-冬",30,8.62,27.01,8.62
2014,1,"Q腰裙","1-春",6,0.24,0.61,0.24
2014,1,"Q腰裙","4-冬",21,1,1.97,1
2014,1,"S饰品","1-春",12,0.31,0.56,0.31
2014,1,"S饰品","2-夏",1,0.03,0.03,0.03
2014,1,"S饰品","3-秋",39,0.45,1.74,0.45
2014,1,"S饰品","4-冬",16,0.33,1.2,0.33
2014,1,"T恤","1-春",29,0.65,2.09,0.65
2014,1,"T恤","2-夏",9,0.2,0.66,0.2
2014,1,"T恤","3-秋",40,0.79,3.27,0.79
2014,1,"T恤","4-冬",4,0.05,0.31,0.05
2014,1,"W外套","1-春",31,1.46,4.05,1.46
2014,1,"W外套","2-夏",1,0.04,0.09,0.04
2014,1,"W外套","3-秋",117,7.24,24.26,7.24
2014,1,"W外套","4-冬",97,8.58,23.22,8.58
2014,1,"X西装","1-春",40,2.17,4.93,2.17
2014,1,"X西装","3-秋",21,0.57,3.94,0.57
2014,1,"X西装","4-冬",3,0.15,0.54,0.15
2014,1,"Y羽绒服","4-冬",718,100.42,230.3,100.42
2014,2,"女装","1-春",231,4.57,24.42,4.57
2014,2,"女装","3-秋",294,6.12,50.09,6.12
2014,2,"未定义","3-秋",5,0.14,0.73,0.14
2014,2,"未定义","4-冬",21,0.63,5.58,0.63
2014,2,"未定义","5-未定义",24,1.33,4.93,1.33
2014,2,"A针织衫","1-春",63,3.25,8.02,3.25
2014,2,"A针织衫","3-秋",142,8.26,20.12,8.26
2014,2,"A针织衫","4-冬",211,14.69,34.9,14.69
2014,2,"B背心","1-春",5,0.26,0.38,0.26
2014,2,"B背心","2-夏",3,0.04,0.11,0.04
2014,2,"B背心","3-秋",13,0.17,0.34,0.17
2014,2,"C衬衣","1-春",43,2.17,4.58,2.17
2014,2,"C衬衣","2-夏",7,0.28,0.75,0.28
2014,2,"C衬衣","3-秋",26,0.74,2.49,0.74
2014,2,"C衬衣","4-冬",6,0.3,0.5,0.3
2014,2,"D大衣","3-秋",12,2.59,4.41,2.59
2014,2,"D大衣","4-冬",109,12.39,33.36,12.39
2014,2,"E上衣","1-春",48,2.65,4.66,2.65
2014,2,"E上衣","2-夏",3,0.19,0.39,0.19
2014,2,"E上衣","3-秋",3,0.17,0.45,0.17
2014,2,"E上衣","4-冬",5,0.35,0.69,0.35
2014,2,"F风衣","1-春",15,1.3,2.37,1.3
2014,2,"F风衣","3-秋",16,0.93,3.33,0.93
2014,2,"F风衣","4-冬",27,2.53,6.09,2.53
2014,2,"G皮草","4-冬",4,1.61,4.3,1.61
2014,2,"H打底裤","1-春",19,0.58,0.96,0.58
2014,2,"H打底裤","2-夏",3,0.08,0.18,0.08
2014,2,"H打底裤","3-秋",10,0.13,0.54,0.13
2014,2,"H打底裤","4-冬",36,1.89,3.02,1.89
2014,2,"J马夹","1-春",1,0.03,0.07,0.03
2014,2,"J马夹","3-秋",7,0.15,0.72,0.15
2014,2,"K梭织裤","1-春",52,2.62,4.7,2.62
2014,2,"K梭织裤","2-夏",12,0.44,1.01,0.44
2014,2,"K梭织裤","3-秋",81,2.99,8.68,2.99
2014,2,"K梭织裤","4-冬",71,3.74,8.97,3.74
2014,2,"L连衣裙","1-春",81,6.74,10.62,6.74
2014,2,"L连衣裙","2-夏",19,1.11,2.63,1.11
2014,2,"L连衣裙","3-秋",46,2.46,6.45,2.46
2014,2,"L连衣裙","4-冬",76,6.13,10.81,6.13
2014,2,"M棉衣","1-春",19,0.27,2.53,0.27
2014,2,"M棉衣","4-冬",131,10.71,28.5,10.71
2014,2,"N牛仔裤","1-春",26,1.67,2.52,1.67
2014,2,"N牛仔裤","2-夏",9,0.4,0.9,0.4
2014,2,"N牛仔裤","3-秋",38,1.53,4.26,1.53
2014,2,"N牛仔裤","4-冬",47,1.9,5.4,1.9
2014,2,"P皮衣","1-春",1,0.19,0.63,0.19
2014,2,"P皮衣","3-秋",9,1.33,5.23,1.33
2014,2,"P皮衣","4-冬",12,2.42,7.46,2.42
2014,2,"Q腰裙","1-春",16,1.08,1.61,1.08
2014,2,"Q腰裙","3-秋",1,0.03,0.07,0.03
2014,2,"Q腰裙","4-冬",10,0.36,0.88,0.36
2014,2,"S饰品","1-春",54,0.35,1.2,0.35
2014,2,"S饰品","3-秋",20,0.26,1.02,0.26
2014,2,"S饰品","4-冬",19,0.53,1.42,0.53
2014,2,"T恤","1-春",45,1.62,3.52,1.62
2014,2,"T恤","2-夏",38,1.17,2.86,1.17
2014,2,"T恤","3-秋",44,1.13,3.8,1.13
2014,2,"T恤","4-冬",1,0.04,0.08,0.04
2014,2,"W外套","1-春",62,4.25,8.67,4.25
2014,2,"W外套","2-夏",1,0.04,0.09,0.04
2014,2,"W外套","3-秋",156,6.29,33.9,6.29
2014,2,"W外套","4-冬",63,5.13,14.74,5.13
2014,2,"X西装","1-春",26,1.93,3.12,1.93
2014,2,"X西装","3-秋",28,1.04,5.2,1.04
2014,2,"X西装","4-冬",4,0.12,0.72,0.12
2014,2,"Y羽绒服","4-冬",219,25.49,66.31,25.49
2014,3,"女装","1-春",1109,15.17,103.45,15.17
2014,3,"女装","3-秋",284,4.98,37.47,4.98
2014,3,"未定义","1-春",3,0.12,0.4,0.12
2014,3,"未定义","3-秋",23,0.54,3.36,0.54
2014,3,"未定义","4-冬",2,0.05,0.48,0.05
2014,3,"未定义","5-未定义",9,0.69,2.35,0.69
2014,3,"A针织衫","1-春",250,11.97,32.24,11.97
2014,3,"A针织衫","3-秋",135,6.17,18.3,6.17
2014,3,"A针织衫","4-冬",3,0.11,-1.24,0.11
2014,3,"B背心","1-春",108,1.62,3.7,1.62
2014,3,"B背心","2-夏",16,0.17,0.48,0.17
2014,3,"B背心","3-秋",38,0.23,0.86,0.23
2014,3,"C衬衣","1-春",186,9.04,19.23,9.04
2014,3,"C衬衣","2-夏",115,4.15,11.59,4.15
2014,3,"C衬衣","3-秋",62,2.14,6.8,2.14
2014,3,"C衬衣","4-冬",16,0.75,1.33,0.75
2014,3,"D大衣","3-秋",8,1.47,2.91,1.47
2014,3,"D大衣","4-冬",29,2.61,7.95,2.61
2014,3,"E上衣","1-春",115,6.52,10.31,6.52
2014,3,"E上衣","2-夏",36,2,4.12,2
2014,3,"E上衣","3-秋",7,0.35,0.88,0.35
2014,3,"E上衣","4-冬",13,0.8,1.45,0.8
2014,3,"F风衣","1-春",39,2.24,6.2,2.24
2014,3,"F风衣","3-秋",19,0.98,3.75,0.98
2014,3,"F风衣","4-冬",15,1.41,3.6,1.41
2014,3,"G皮草","3-秋",-6,-2.55,-8.09,-2.55
2014,3,"G皮草","4-冬",-1,-0.3,-1,-0.3
2014,3,"H打底裤","1-春",53,1.33,2.89,1.33
2014,3,"H打底裤","2-夏",14,0.25,0.71,0.25
2014,3,"H打底裤","3-秋",8,0.11,0.38,0.11
2014,3,"H打底裤","4-冬",6,0.43,-0.39,0.43
2014,3,"J马夹","1-春",11,0.47,1.01,0.47
2014,3,"J马夹","2-夏",4,0.15,0.36,0.15
2014,3,"J马夹","3-秋",10,0.23,1.02,0.23
2014,3,"K梭织裤","1-春",222,8.94,19.61,8.94
2014,3,"K梭织裤","2-夏",79,2.82,6.34,2.82
2014,3,"K梭织裤","3-秋",84,2.62,8.41,2.62
2014,3,"K梭织裤","4-冬",17,0.73,2.1,0.73
2014,3,"L连衣裙","1-春",148,10,20.26,10
2014,3,"L连衣裙","2-夏",135,6.54,18.13,6.54
2014,3,"L连衣裙","3-秋",94,4.78,13.53,4.78
2014,3,"L连衣裙","4-冬",47,4.24,6.73,4.24
2014,3,"M棉衣","1-春",11,0.17,1.48,0.17
2014,3,"M棉衣","4-冬",-33,-2.09,-5.7,-2.09
2014,3,"N牛仔裤","1-春",95,4.63,9.12,4.63
2014,3,"N牛仔裤","2-夏",53,2.3,4.99,2.3
